LTS,OOP,coffee,collaborative,comments,comparative_ratio,desktop,experience,functional_programming,gamer,graphical_app,indentation,limited_sleep,multiplatform,online_documentation,performance,simple_syntax,video_game,class
Yes,Yes,Yes,Yes,12.70,1.0496,No,2.3,No,Yes,Yes,No,Yes,No,Yes,No,No,No,java
Yes,Yes,No,Yes,16.88,1.0233,Yes,12.1,No,No,No,No,Yes,Yes,No,Yes,Yes,No,java
Yes,No,No,Yes,17.99,0.9561,No,12.0,No,No,Yes,No,No,No,No,No,Yes,Yes,java
Yes,Yes,Yes,Yes,25.91,0.9340,Yes,15.0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,Yes,16.52,0.9643,No,9.9,No,No,Yes,No,Yes,Yes,No,No,Yes,No,java
Yes,Yes,No,Yes,22.12,1.1320,No,8.0,No,Yes,No,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,Yes,23.49,1.0585,Yes,19.6,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,java
Yes,No,No,No,26.00,0.9916,No,15.5,No,No,No,Yes,No,No,Yes,No,Yes,Yes,java
Yes,Yes,Yes,Yes,17.98,1.0474,Yes,16.7,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,java
Yes,Yes,No,No,17.95,0.9937,Yes,11.4,No,No,No,No,No,No,Yes,Yes,Yes,No,java
Yes,No,No,Yes,26.69,1.0331,Yes,4.8,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,Yes,No,28.14,0.9638,Yes,6.6,No,Yes,No,No,No,Yes,Yes,No,No,No,java
Yes,Yes,No,Yes,18.91,0.9493,Yes,12.9,No,Yes,No,No,No,Yes,Yes,No,No,No,java
Yes,Yes,No,Yes,19.99,0.9783,Yes,1.1,No,Yes,No,Yes,No,No,No,Yes,No,No,java
Yes,No,Yes,No,21.19,1.0462,Yes,16.3,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,java
Yes,No,Yes,No,21.53,1.0419,No,1.5,No,Yes,No,No,Yes,Yes,Yes,No,No,No,java
Yes,Yes,No,Yes,20.40,0.9148,No,6.0,No,No,Yes,Yes,No,No,Yes,No,No,No,java
Yes,Yes,No,Yes,14.55,1.0687,Yes,2.2,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,No,15.77,0.9842,No,19.0,No,Yes,Yes,Yes,No,Yes,No,No,No,No,java
Yes,Yes,Yes,No,18.62,1.1248,Yes,5.5,No,No,Yes,No,Yes,No,No,No,Yes,No,java
No,Yes,Yes,Yes,9.58,1.0781,No,6.9,No,Yes,No,No,No,Yes,No,Yes,No,No,java
Yes,No,Yes,Yes,28.51,0.9887,No,18.6,No,Yes,No,No,No,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,No,13.44,1.0083,No,16.7,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,java
Yes,No,No,No,22.17,0.9892,No,0.9,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,No,Yes,29.39,1.0174,No,18.5,No,No,Yes,No,No,No,Yes,Yes,Yes,No,java
Yes,No,No,No,25.96,0.9987,No,17.4,No,No,Yes,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,Yes,22.14,1.0198,No,13.5,No,No,No,No,Yes,No,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,23.09,1.0707,No,16.6,No,No,Yes,Yes,No,No,No,No,Yes,No,java
No,Yes,No,No,28.61,1.0804,Yes,2.3,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,java
No,Yes,Yes,Yes,19.69,1.0043,No,9.3,No,No,No,No,No,Yes,Yes,No,Yes,No,java
Yes,Yes,No,Yes,23.65,1.0758,Yes,9.6,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,java
Yes,Yes,Yes,No,18.14,1.0079,No,4.5,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,No,Yes,23.32,1.0061,Yes,10.8,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,21.79,1.0337,No,10.7,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,No,Yes,18.35,0.9452,Yes,19.5,No,No,Yes,No,Yes,Yes,No,Yes,No,No,java
Yes,No,Yes,Yes,15.56,0.9971,Yes,4.3,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,29.27,1.0233,Yes,3.5,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,Yes,22.77,0.9182,No,0.6,No,Yes,Yes,No,Yes,No,No,No,Yes,No,java
Yes,Yes,Yes,Yes,25.82,0.9626,No,1.2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,java
Yes,Yes,Yes,Yes,24.41,0.9450,Yes,16.8,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,java
No,Yes,Yes,No,12.75,1.0264,Yes,1.4,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,No,Yes,23.89,1.1568,Yes,7.4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,java
Yes,No,Yes,No,21.07,1.0460,No,0.8,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,java
Yes,Yes,Yes,No,22.68,0.9964,No,6.5,No,Yes,No,No,Yes,No,No,No,Yes,No,java
No,Yes,Yes,No,30.26,0.9949,No,11.3,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,28.65,1.0882,No,2.9,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,No,Yes,16.42,0.9778,No,14.2,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,java
Yes,No,Yes,Yes,26.41,0.9508,No,0.7,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,Yes,23.59,0.9283,No,5.8,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,java
No,Yes,Yes,No,23.23,0.9153,No,2.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,26.84,1.0284,Yes,18.1,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,java
No,Yes,No,Yes,21.17,1.0496,Yes,19.3,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,java
Yes,No,Yes,No,18.61,0.9753,Yes,9.3,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,No,24.09,1.0334,No,1.0,No,No,Yes,No,Yes,No,Yes,No,Yes,No,java
No,No,Yes,Yes,22.86,0.9860,Yes,14.8,No,Yes,No,Yes,No,Yes,Yes,No,No,No,java
Yes,Yes,Yes,No,19.26,1.0473,No,2.3,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,java
Yes,Yes,Yes,Yes,18.13,0.9755,No,5.7,No,Yes,No,No,Yes,Yes,No,No,Yes,No,java
No,No,Yes,Yes,9.23,0.9363,No,18.7,No,No,Yes,No,No,Yes,No,Yes,Yes,No,java
Yes,Yes,Yes,Yes,14.56,1.0135,Yes,7.5,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,java
Yes,Yes,Yes,No,23.66,1.0033,No,18.5,No,Yes,No,No,Yes,Yes,No,No,Yes,No,java
Yes,Yes,No,Yes,20.38,1.0245,Yes,16.6,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,java
Yes,No,Yes,Yes,24.31,0.9151,Yes,7.1,No,No,No,No,Yes,No,Yes,No,No,No,java
Yes,Yes,No,Yes,7.75,1.0449,No,19.8,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,java
Yes,Yes,No,Yes,15.81,1.0220,No,13.9,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,java
Yes,Yes,No,Yes,24.74,0.9644,No,14.9,No,Yes,Yes,No,Yes,No,Yes,No,No,No,java
Yes,Yes,No,No,18.92,1.0433,No,18.3,No,No,Yes,No,No,No,No,Yes,No,No,java
Yes,Yes,Yes,No,18.94,0.9995,Yes,15.3,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,No,Yes,No,11.52,1.0785,No,2.8,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,java
No,No,Yes,No,25.33,0.9050,Yes,6.8,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,11.90,1.0245,No,6.4,No,No,No,No,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,No,20.91,0.9940,No,1.9,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,java
Yes,No,No,No,21.21,0.9802,Yes,16.1,No,No,No,No,Yes,No,No,No,Yes,No,java
Yes,Yes,No,No,28.07,0.9290,Yes,11.2,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,java
Yes,Yes,Yes,Yes,16.67,0.8985,No,7.8,No,No,Yes,No,Yes,Yes,No,No,Yes,No,java
No,Yes,Yes,No,19.66,1.0094,Yes,13.6,Yes,No,No,No,No,Yes,No,No,No,No,java
Yes,Yes,Yes,Yes,24.53,0.9260,No,1.1,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,13.88,1.0653,No,4.5,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,java
Yes,No,Yes,No,19.58,1.0040,No,14.6,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,No,18.37,1.0576,Yes,7.4,No,No,No,No,Yes,Yes,No,No,No,Yes,java
No,Yes,No,Yes,22.09,1.0270,Yes,16.6,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,java
Yes,No,Yes,No,10.10,1.0295,Yes,12.4,No,No,No,Yes,No,Yes,Yes,No,No,No,java
Yes,Yes,Yes,Yes,15.79,1.0157,No,6.7,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,No,20.05,1.0205,No,8.4,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,java
Yes,Yes,No,Yes,18.19,0.9916,Yes,0.1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,10.75,0.9055,Yes,7.0,No,No,Yes,No,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,No,22.06,0.9485,Yes,2.9,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,23.09,0.9344,No,14.4,No,No,Yes,Yes,No,No,No,Yes,No,No,java
Yes,Yes,Yes,Yes,26.96,1.0974,No,10.9,No,Yes,Yes,Yes,No,No,No,No,Yes,No,java
Yes,Yes,No,Yes,12.88,0.9959,No,19.7,No,No,No,No,Yes,No,Yes,No,No,No,java
Yes,No,No,No,24.79,0.9685,No,14.4,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,java
Yes,No,Yes,Yes,17.35,0.9483,No,13.3,No,No,No,No,Yes,No,No,No,Yes,No,java
No,Yes,Yes,No,33.64,1.0671,No,19.0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,No,15.55,1.0638,Yes,8.5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,22.45,0.9377,Yes,18.2,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,No,Yes,14.95,1.0914,Yes,12.3,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,No,Yes,20.70,0.9882,No,10.9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,java
Yes,Yes,Yes,No,17.28,0.9437,Yes,6.3,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,21.48,1.0682,Yes,12.1,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,java
No,Yes,Yes,Yes,18.97,1.1199,No,5.1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,12.08,0.9955,No,13.6,No,No,Yes,No,Yes,No,No,No,No,Yes,java
Yes,No,Yes,Yes,15.19,1.0670,Yes,5.7,No,Yes,No,Yes,No,Yes,No,No,Yes,No,java
Yes,Yes,No,Yes,18.37,1.0805,Yes,5.1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,No,Yes,Yes,28.93,0.9148,No,7.3,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,java
Yes,Yes,Yes,Yes,14.94,1.0080,No,12.6,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,java
Yes,Yes,No,Yes,23.70,0.9471,Yes,10.1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,java
No,No,No,Yes,17.93,0.9113,Yes,9.4,No,No,Yes,Yes,No,No,No,Yes,No,No,java
Yes,No,Yes,Yes,26.78,1.0424,No,6.3,No,Yes,Yes,No,No,No,Yes,Yes,No,No,java
Yes,No,Yes,No,21.10,0.9446,Yes,10.7,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,java
No,Yes,Yes,No,19.35,0.9791,Yes,8.7,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,java
Yes,No,No,Yes,12.07,1.0419,Yes,7.3,No,No,No,No,No,Yes,Yes,No,Yes,Yes,java
Yes,Yes,Yes,Yes,17.67,0.9787,No,14.4,No,Yes,No,No,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,Yes,20.05,0.9777,Yes,3.1,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,No,17.96,1.0413,Yes,17.4,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,21.56,0.9129,Yes,12.4,No,No,Yes,No,Yes,Yes,No,No,No,No,java
No,Yes,No,Yes,18.31,0.9169,Yes,16.6,No,No,No,Yes,Yes,Yes,Yes,No,No,No,java
Yes,Yes,No,Yes,19.56,1.0704,Yes,10.1,No,Yes,Yes,No,Yes,No,Yes,No,No,No,java
Yes,No,No,Yes,19.24,0.9769,Yes,16.9,No,No,No,No,No,Yes,Yes,Yes,Yes,No,java
Yes,No,No,Yes,20.29,0.9091,No,18.9,No,No,No,Yes,No,Yes,No,No,No,No,java
Yes,No,No,No,11.40,1.0671,No,2.7,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,java
Yes,Yes,Yes,No,23.38,1.0490,Yes,16.3,No,Yes,No,No,Yes,Yes,Yes,No,No,No,java
Yes,No,Yes,No,14.80,1.0419,No,1.2,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,java
Yes,No,No,No,16.74,0.9848,Yes,16.4,No,No,No,No,Yes,Yes,No,No,No,Yes,java
Yes,No,No,Yes,17.60,0.9507,No,6.1,No,No,No,Yes,Yes,No,No,No,No,No,java
Yes,Yes,Yes,Yes,9.41,1.0025,Yes,9.2,Yes,No,No,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,Yes,17.58,0.9647,No,17.8,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,No,Yes,28.37,0.9796,No,19.9,No,No,Yes,No,No,No,Yes,No,Yes,No,java
Yes,No,Yes,Yes,19.59,0.9828,No,7.3,No,Yes,No,No,Yes,No,No,No,No,No,java
Yes,No,Yes,Yes,29.61,1.0601,Yes,4.1,No,No,No,No,No,Yes,Yes,No,No,No,java
Yes,Yes,Yes,Yes,16.05,1.0213,Yes,3.8,No,Yes,No,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,Yes,13.90,0.9887,Yes,2.7,No,No,No,No,No,No,Yes,No,No,No,java
Yes,No,Yes,Yes,21.48,1.0197,No,8.5,No,No,No,Yes,No,Yes,No,Yes,No,No,java
Yes,No,No,No,14.53,0.9634,Yes,6.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,java
Yes,Yes,Yes,No,16.49,1.0445,No,16.2,No,Yes,No,Yes,No,No,Yes,Yes,No,No,java
Yes,No,Yes,Yes,17.00,0.9955,Yes,12.6,No,No,No,No,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,Yes,25.10,1.0027,No,12.3,No,No,No,No,Yes,No,No,No,Yes,No,java
Yes,Yes,Yes,No,21.41,0.9957,No,14.8,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,java
Yes,No,Yes,No,24.30,1.0201,Yes,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,java
Yes,Yes,Yes,No,23.33,1.0622,No,13.0,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,java
No,Yes,Yes,Yes,20.97,0.9288,Yes,6.7,No,No,No,Yes,No,Yes,No,No,No,Yes,java
Yes,Yes,Yes,Yes,17.77,0.9953,Yes,5.6,No,No,Yes,No,No,No,No,Yes,Yes,No,java
Yes,No,No,No,20.29,1.0155,No,4.6,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,18.06,1.0372,Yes,10.0,No,Yes,No,No,Yes,Yes,No,No,No,Yes,java
Yes,No,Yes,Yes,19.07,0.9742,Yes,3.4,No,No,No,No,Yes,No,Yes,No,No,No,java
Yes,No,Yes,No,25.10,0.9689,No,7.0,No,Yes,No,No,No,Yes,Yes,No,Yes,No,java
Yes,Yes,No,Yes,18.59,0.9832,Yes,11.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,java
Yes,Yes,Yes,No,20.72,1.0666,Yes,10.5,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,No,20.40,0.9159,No,0.1,No,No,Yes,No,Yes,No,Yes,No,Yes,No,java
Yes,Yes,No,Yes,19.74,1.0341,Yes,17.8,No,No,No,Yes,Yes,Yes,No,No,Yes,No,java
Yes,No,Yes,Yes,26.38,1.0540,No,15.1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,22.72,0.9319,Yes,0.4,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,java
Yes,Yes,No,Yes,18.50,0.9440,No,9.8,No,No,Yes,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,Yes,20.15,0.9686,Yes,0.6,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,No,21.65,1.0403,No,17.8,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,java
Yes,No,Yes,Yes,29.77,1.0745,No,3.5,No,No,No,No,Yes,Yes,No,Yes,Yes,No,java
Yes,Yes,Yes,No,17.38,1.0726,No,13.0,No,Yes,No,Yes,No,No,Yes,No,Yes,No,java
Yes,Yes,No,Yes,28.53,0.9809,No,15.3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,java
No,No,Yes,Yes,24.61,0.9890,No,19.1,No,Yes,Yes,No,No,No,No,Yes,Yes,No,java
Yes,No,Yes,No,20.70,0.9312,Yes,17.0,No,Yes,Yes,No,Yes,No,Yes,No,No,No,java
Yes,No,Yes,No,23.77,1.0524,No,10.6,No,No,No,No,No,No,Yes,Yes,Yes,Yes,java
No,Yes,Yes,No,20.21,0.9703,Yes,5.0,No,No,Yes,No,No,Yes,No,No,Yes,No,java
Yes,Yes,Yes,Yes,22.77,0.9395,Yes,11.3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,java
Yes,Yes,Yes,No,19.96,0.9637,Yes,18.5,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,java
Yes,No,No,Yes,20.27,0.9781,Yes,18.1,No,Yes,No,Yes,No,No,Yes,No,Yes,No,java
No,No,Yes,Yes,26.87,0.9661,Yes,10.8,No,Yes,No,No,No,No,Yes,No,No,No,java
No,Yes,Yes,No,19.66,0.9684,Yes,3.3,No,No,Yes,Yes,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,No,19.89,1.0163,Yes,5.3,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,No,Yes,No,22.34,0.9525,Yes,5.5,No,Yes,No,Yes,Yes,No,Yes,No,No,No,java
No,No,Yes,Yes,19.05,1.0233,No,11.1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,java
Yes,Yes,No,Yes,6.31,1.0195,Yes,9.7,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,java
No,Yes,No,Yes,20.69,1.0845,Yes,3.5,No,No,No,No,Yes,No,Yes,No,Yes,No,java
Yes,Yes,Yes,No,21.15,0.9150,No,17.4,No,No,No,No,No,Yes,Yes,Yes,No,No,java
Yes,No,No,Yes,18.71,0.9563,No,16.9,Yes,No,Yes,Yes,No,No,No,No,No,No,java
Yes,Yes,Yes,No,17.56,1.0164,No,12.6,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,java
Yes,Yes,No,No,23.58,0.9989,Yes,15.7,No,Yes,Yes,Yes,Yes,No,No,No,No,No,java
Yes,Yes,Yes,Yes,28.35,1.0521,No,4.2,No,No,No,Yes,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,Yes,17.10,1.0186,Yes,1.6,No,Yes,No,Yes,No,Yes,No,No,No,No,java
Yes,Yes,No,Yes,19.10,1.0036,Yes,16.1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,java
Yes,Yes,Yes,No,19.31,0.9950,Yes,15.8,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,java
Yes,Yes,Yes,Yes,20.77,0.9631,No,11.4,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,No,Yes,22.63,1.0673,No,6.4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,java
No,No,Yes,Yes,19.58,1.0420,No,6.8,No,No,Yes,No,Yes,No,Yes,No,No,No,java
Yes,Yes,No,Yes,16.34,1.0503,No,19.6,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,java
Yes,No,Yes,No,19.92,1.0121,No,6.7,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,12.56,1.1356,No,14.9,No,No,No,No,No,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,33.76,0.9833,No,14.4,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,java
Yes,Yes,No,Yes,17.57,0.9918,No,4.1,No,No,No,Yes,No,No,No,No,Yes,No,java
No,No,Yes,Yes,27.87,0.9953,Yes,8.4,No,No,No,Yes,No,No,No,No,Yes,No,java
Yes,Yes,Yes,No,13.07,1.0060,No,18.9,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,java
Yes,No,No,Yes,22.23,1.0395,Yes,6.1,No,Yes,No,No,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,No,18.82,1.0227,No,16.1,No,Yes,No,No,Yes,No,Yes,Yes,No,No,java
Yes,No,Yes,No,17.98,0.9436,No,11.2,No,No,Yes,No,Yes,Yes,No,Yes,No,No,java
Yes,Yes,Yes,Yes,18.97,1.1101,No,1.8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,java
Yes,Yes,Yes,Yes,20.75,0.9677,No,11.5,No,Yes,Yes,No,No,Yes,Yes,No,No,No,java
No,No,No,No,21.90,0.9661,Yes,15.6,No,No,No,Yes,Yes,Yes,No,No,No,No,java
Yes,Yes,Yes,Yes,21.67,0.9807,Yes,18.4,No,Yes,No,No,No,No,Yes,Yes,No,No,java
Yes,No,No,No,15.38,1.0220,No,3.3,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,java
Yes,No,Yes,Yes,23.35,0.8906,Yes,13.7,No,Yes,Yes,No,No,No,No,No,Yes,No,java
Yes,Yes,Yes,Yes,24.30,1.0435,No,9.6,No,No,No,Yes,No,No,Yes,Yes,Yes,No,java
Yes,No,Yes,No,11.30,0.9344,Yes,7.9,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,java
Yes,Yes,Yes,No,19.24,1.0528,No,1.8,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,java
Yes,Yes,Yes,Yes,19.89,1.1154,No,7.9,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,No,24.81,0.9649,No,2.0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,java
Yes,No,Yes,No,14.98,1.0582,Yes,9.3,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,java
Yes,Yes,No,Yes,18.53,0.9936,Yes,1.8,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,java
Yes,No,No,No,8.43,0.9339,No,13.0,No,Yes,No,Yes,No,Yes,Yes,No,No,No,java
Yes,Yes,Yes,No,23.37,0.9714,Yes,10.5,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,java
Yes,No,No,Yes,28.66,1.1344,No,9.7,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,21.22,0.9747,No,9.2,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,No,29.46,0.9592,Yes,17.0,No,No,No,No,No,Yes,No,No,Yes,Yes,java
Yes,Yes,Yes,Yes,26.16,0.9827,Yes,17.7,No,No,No,No,Yes,No,Yes,No,No,No,java
Yes,No,No,No,19.78,0.9866,No,18.9,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,java
Yes,No,No,No,15.00,0.9303,No,6.6,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,java
Yes,Yes,No,Yes,17.24,0.9561,No,15.1,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,No,26.51,0.9943,Yes,7.9,Yes,No,No,No,Yes,No,No,No,Yes,No,java
Yes,Yes,No,No,17.02,0.9987,Yes,3.7,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,15.41,1.0656,Yes,1.3,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,java
Yes,Yes,No,No,22.03,0.9342,Yes,5.1,No,No,No,No,Yes,Yes,Yes,No,No,No,java
No,Yes,Yes,No,16.45,0.9902,No,16.9,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,java
No,Yes,Yes,No,26.79,1.0979,No,17.2,No,No,No,Yes,Yes,Yes,Yes,No,No,No,java
Yes,Yes,No,Yes,20.09,1.0015,No,16.7,No,Yes,Yes,No,Yes,Yes,No,No,No,No,java
Yes,Yes,Yes,No,21.20,0.9882,No,15.4,No,No,No,No,Yes,No,Yes,No,No,No,java
Yes,No,Yes,Yes,22.85,1.0708,Yes,3.3,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,java
No,Yes,Yes,No,22.49,1.0126,Yes,6.7,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,java
No,Yes,Yes,Yes,19.70,0.9353,No,4.4,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,java
Yes,Yes,No,No,28.47,1.0255,No,16.8,No,No,Yes,No,Yes,No,Yes,Yes,No,No,java
Yes,Yes,Yes,Yes,19.75,1.1066,No,16.3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,java
No,Yes,Yes,Yes,14.70,0.9524,Yes,18.8,No,No,Yes,Yes,Yes,No,No,No,No,No,java
Yes,No,Yes,Yes,11.91,1.0714,No,11.1,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,java
Yes,No,Yes,Yes,29.64,1.0563,Yes,15.4,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,java
